 34.6 975 2 76 1143 923 923 0.92 1.05 0.707 -0.608 -0.206 0.821 1.164 -0.228
 41.6 445 2 238 1005 471 471 1.26 1.62 0.707 0.723 0.037 -0.694 1.647 -0.303
 13 132 2 196 935 904 904 0.68 0.39 0.707 0.378 -0.565 -0.729 0.804 0.806
 30.5 457 2 268 972 1684 1684 1.16 0.97 0.707 0.978 0.722 0.141 4.064 -0.941
 29 1225 2 239 925 1131 1131 0.73 0.88 0.707 0.732 0.056 -0.679 1.693 -0.342
 38.1 757 2 59 808 1548 1548 1.05 1.08 0.707 -0.748 0.094 0.648 1.79 0.42
 31 397 2 40 738 1334 1334 0 0 0.707 -0.904 0.502 0.19 3.119 0.96
 27 993 2 191 1108 1535 1535 0.71 0.83 0.707 0.337 -0.611 -0.675 0.788 0.812
 27.5 492 2 154 920 1005 1005 0.99 0 0.707 0.033 -0.789 -0.075 0.795 0.118
 39.6 223 2 100 878 123 123 1.39 1.22 0.707 -0.411 -0.524 0.765 0.824 -0.779
 29 1545 2 228 982 1203 1203 0 0 0.707 0.641 -0.141 -0.798 1.274 0.084
 23.4 333 2 51 772 1397 1397 0.85 0.78 0.707 -0.814 0.256 0.493 2.253 0.706
 32.5 1440 2 137 932 939 939 0 0 0.707 -0.107 -0.773 0.242 0.79 -0.37
 37.2 1083 2 78 796 284 284 0.93 1.19 0.707 -0.592 -0.237 0.828 1.116 -0.296
 6.2 1547 2 42 781 1261 1261 0.13 0.23 0.707 -0.888 0.455 0.253 2.939 0.932
 22 180 2 132 884 1390 1390 0.87 0.66 0.707 -0.148 -0.756 0.331 0.786 -0.496
 46 662 2 21 873 1879 1879 2.01 1.34 0.707 -1.06 0.987 -0.606 5.414 0.526
 30 662 2 61 845 886 886 0.75 0 0.707 -0.732 0.056 0.679 1.693 0.342
 46 1035 2 158 883 804 804 2.14 1.56 0.707 0.066 -0.784 -0.15 0.793 0.233
 30 647 2 186 965 1105 1105 0.87 0.88 0.707 0.296 -0.652 -0.612 0.781 0.788
 26.6 909 2 213 908 1359 1359 0.76 0.88 0.707 0.518 -0.367 -0.833 0.95 0.558
 34 1062 2 52 803 1376 1376 1.33 1.35 0.707 -0.806 0.235 0.515 2.188 0.673
 28.5 1644 2 90 907 1331 1331 1.03 0.86 0.707 -0.493 -0.406 0.825 0.911 -0.626
 38.4 1644 2 104 790 513 513 1.28 1.02 0.707 -0.378 -0.565 0.729 0.804 -0.806
 35.6 1300 3 13 725 1610 1610 1.08 1.03 0.707 -1.126 1.214 -1.055 6.756 -0.229
 39.3 719 2 176 905 97 97 1.23 1.15 0.707 0.214 -0.718 -0.465 0.78 0.661
 19 916 2 189 1007 1302 1302 0.74 0.69 0.707 0.321 -0.628 -0.651 0.785 0.806
 34.7 1744 2 199 931 407 407 1.25 1.24 0.707 0.403 -0.534 -0.757 0.818 0.787
 35 1491 2 128 857 1866 1866 1.37 1.11 0.707 -0.181 -0.739 0.399 0.783 -0.585
 34 913 2 122 906 1057 1057 0.96 0.97 0.707 -0.23 -0.707 0.496 0.779 -0.694
 44.4 1653 2 43 861 781 781 0.85 1.23 0.707 -0.879 0.432 0.283 2.853 0.915
 29.1 1008 2 21 730 1104 1104 0 0 0.707 -1.06 0.987 -0.606 5.414 0.526
 27 827 2 22 811 431 431 1.03 0.76 0.707 -1.052 0.96 -0.554 5.263 0.591
 36 1539 2 160 953 633 633 1.33 0 0.707 0.082 -0.78 -0.187 0.792 0.289
 43 575 2 81 871 343 343 1.4 1.31 0.707 -0.567 -0.282 0.835 1.052 -0.392
 25.2 351 2 200 1065 266 266 0.67 0.85 0.707 0.411 -0.524 -0.765 0.824 0.779
 23.2 1607 2 293 1050 1082 1082 0 0 0.707 1.192 1.455 1.58 8.366 1.486
 24.6 1633 2 296 1182 1570 1570 0.89 0.81 0.707 1.216 1.549 1.796 9.045 2.115
 14.8 746 2 168 979 1883 1883 0.68 0.58 0.707 0.148 -0.756 -0.331 0.786 0.496
 24 117 2 63 854 98 98 0.81 0.69 0.707 -0.715 0.018 0.707 1.603 0.264
 41.2 195 2 57 786 1986 1986 1.12 1.32 0.707 -0.764 0.133 0.614 1.894 0.496
 26.4 60 2 38 863 126 126 0.72 0.77 0.707 -0.921 0.549 0.123 3.309 0.978
 36 76 2 204 939 1638 1638 0 0 0.707 0.444 -0.479 -0.794 0.851 0.732
 38 512 2 111 838 1410 1410 1.08 1.07 0.707 -0.321 -0.628 0.651 0.785 -0.806
 31 152 2 287 1031 1246 1246 2.25 1.14 0.707 1.143 1.273 1.179 7.132 0.491
 40 113 2 97 846 309 309 0.96 1.13 0.707 -0.436 -0.491 0.788 0.843 -0.746
 37 1513 2 185 885 78 78 1.25 1.29 0.707 0.288 -0.66 -0.599 0.78 0.78
 33 488 2 267 1089 929 929 0.92 0 0.707 0.97 0.697 0.101 3.947 -0.957
 36 157 2 214 933 1101 1101 1.23 1.02 0.707 0.526 -0.353 -0.835 0.965 0.533
 28.8 476 2 289 1014 176 176 1.04 0.92 0.707 1.159 1.333 1.308 7.526 0.787
 29 476 2 262 1108 1427 1427 0.81 0 0.707 0.929 0.573 -0.088 3.408 -0.983
 49 1207 2 189 976 236 236 0 0 0.707 0.321 -0.628 -0.651 0.785 0.806
 33.2 346 2 253 985 1726 1726 0.98 1.12 0.707 0.855 0.365 -0.368 2.611 -0.849
 30.5 430 2 75 814 370 370 0.62 1.07 0.707 -0.616 -0.19 0.816 1.19 -0.193
 42 1288 2 104 806 503 503 1.21 1.13 0.707 -0.378 -0.565 0.729 0.804 -0.806
 27.6 1596 2 41 746 1266 1266 0.76 0.84 0.707 -0.896 0.479 0.222 3.028 0.947
 36.4 760 2 136 929 217 217 1.39 1.27 0.707 -0.115 -0.77 0.26 0.789 -0.396
 34.3 854 2 31 902 1239 1239 0.76 1.1 0.707 -0.978 0.722 -0.141 4.064 0.941
 40 642 2 130 928 1961 1961 1.07 1.18 0.707 -0.164 -0.748 0.365 0.784 -0.541
 50 75 2 262 965 1073 1073 1.6 1.42 0.707 0.929 0.573 -0.088 3.408 -0.983
 42 1166 2 252 955 227 227 1.16 1.25 0.707 0.847 0.343 -0.395 2.535 -0.824
 30 943 2 100 703 1396 1396 0.5 0.83 0.707 -0.411 -0.524 0.765 0.824 -0.779
 28 943 2 256 976 1117 1117 0.95 0 0.707 0.879 0.432 -0.283 2.853 -0.915
 34 1437 2 104 924 1674 1674 0 0 0.707 -0.378 -0.565 0.729 0.804 -0.806
 27 543 2 258 1223 35 35 0.52 0.88 0.707 0.896 0.479 -0.222 3.028 -0.947
 45 71 2 241 985 1270 1270 1.99 1.43 0.707 0.748 0.094 -0.648 1.79 -0.42
 40 1559 2 100 855 1707 1707 1.81 1.02 0.707 -0.411 -0.524 0.765 0.824 -0.779
 28 360 2 69 916 690 690 0.86 0.74 0.707 -0.666 -0.09 0.774 1.371 0.029
 26.2 649 2 230 1094 751 751 0.95 0.86 0.707 0.658 -0.107 -0.783 1.337 0.009
 32 546 2 14 874 1300 1300 1.15 0.96 0.707 -1.118 1.185 -0.995 6.574 -0.109
 35 1729 2 149 867 680 680 0.91 1.11 0.707 -0.008 -0.79 0.019 0.795 -0.03
 31.8 898 2 130 950 742 742 1.07 1.03 0.707 -0.164 -0.748 0.365 0.784 -0.541
 49.6 1234 2 77 814 918 918 1.54 1.49 0.707 -0.6 -0.221 0.825 1.139 -0.262
 26 490 2 199 910 1656 1656 0.7 0 0.707 0.403 -0.534 -0.757 0.818 0.787
 23 237 2 60 829 335 335 0.87 0 0.707 -0.74 0.075 0.664 1.741 0.381
 27 872 2 167 868 859 859 0.77 0.92 0.707 0.14 -0.76 -0.313 0.787 0.472
 39 1422 2 255 977 1159 1159 1.12 1.25 0.707 0.871 0.41 -0.312 2.77 -0.895
 18.7 212 2 266 1063 978 978 0.68 0.71 0.707 0.962 0.672 0.061 3.833 -0.969
 34.17 317 3 129 905 561 561 1.46 0.9 0.707 -0.173 -0.743 0.382 0.783 -0.563
 37.8 93 3 115 841 847 847 1.39 1.26 0.707 -0.288 -0.66 0.599 0.78 -0.78
 27.5 1004 2 46 789 637 637 0 0 0.707 -0.855 0.365 0.368 2.611 0.849
 36 462 2 74 764 1621 1621 0 0 0.707 -0.625 -0.174 0.811 1.217 -0.157
 40 1377 2 64 908 984 984 1.05 1.29 0.707 -0.707 0 0.72 1.56 0.225
 21.6 565 2 40 757 818 818 0.72 0.69 0.707 -0.904 0.502 0.19 3.119 0.96
 31.4 907 2 69 822 834 834 0 0 0.707 -0.666 -0.09 0.774 1.371 0.029
 9 204 2 270 1046 1151 1151 0.39 0.32 0.707 0.995 0.773 0.226 4.307 -0.896
 35.1 1147 2 255 975 871 871 0.9 1.07 0.707 0.871 0.41 -0.312 2.77 -0.895
 35.7 1136 2 32 838 130 130 1.21 1.25 0.707 -0.97 0.697 -0.101 3.947 0.957
 35 1695 2 102 923 1305 1305 0.62 1.07 0.707 -0.395 -0.544 0.748 0.813 -0.795
 29 731 2 165 906 1006 1006 1.17 0.8 0.707 0.123 -0.767 -0.278 0.788 0.422
 35 1388 2 52 756 468 468 0 0 0.707 -0.806 0.235 0.515 2.188 0.673
 24.6 823 2 188 963 1713 1713 0.63 0.76 0.707 0.312 -0.636 -0.638 0.783 0.801
 30.3 389 2 23 799 211 211 0 0 0.707 -1.044 0.932 -0.504 5.116 0.651
 39 638 2 109 873 95 95 0.73 1.07 0.707 -0.337 -0.611 0.675 0.788 -0.812
 37.6 1635 2 59 825 1171 1171 1.12 1.1 0.707 -0.748 0.094 0.648 1.79 0.42
 21.8 1525 2 262 1026 1403 1403 0 0 0.707 0.929 0.573 -0.088 3.408 -0.983
 38.2 417 2 221 945 1805 1805 1.52 1.21 0.707 0.584 -0.252 -0.831 1.093 0.329
 29 1273 2 223 893 310 310 1.01 0.79 0.707 0.6 -0.221 -0.825 1.139 0.262
 22.3 1386 2 259 955 1585 1585 0.71 0.78 0.707 0.904 0.502 -0.19 3.119 -0.96
 34.6 389 2 122 919 557 557 0 0 0.707 -0.23 -0.707 0.496 0.779 -0.694
 11.5 693 2 56 854 1010 1010 0.4 0.36 0.707 -0.773 0.153 0.596 1.949 0.533
 21.8 427 2 36 764 417 417 0.8 0.83 0.707 -0.937 0.598 0.052 3.51 0.984
 35.6 1569 2 91 826 1111 1111 1.42 0.91 0.707 -0.485 -0.419 0.821 0.899 -0.647
 0 728 2 282 1050 1758 1758 0 0 0.707 1.093 1.099 0.822 6.053 -0.204
 35 1274 2 273 985 896 896 0 0 0.707 1.019 0.852 0.36 4.696 -0.796
 35.2 309 2 92 800 443 443 0.96 1.13 0.707 -0.477 -0.431 0.816 0.888 -0.666
 25.1 36 2 120 960 1982 1982 0.7 0 0.707 -0.247 -0.694 0.527 0.779 -0.724
 41 515 2 230 1338 248 248 1.94 1.37 0.707 0.658 -0.107 -0.783 1.337 0.009
 25.2 515 2 5 729 1705 1705 0.8 0.81 0.707 -1.192 1.455 -1.58 8.366 -1.486
 37.8 816 2 65 1534 654 654 1.16 1.05 0.707 -0.699 -0.019 0.733 1.52 0.185
 36.4 1524 2 150 844 1449 1449 1.39 1.21 0.707 0 -0.791 0 0.796 0
 35 1393 2 137 912 760 760 0 0 0.707 -0.107 -0.773 0.242 0.79 -0.37
 35.6 1411 2 103 793 1820 1820 0.95 1.06 0.707 -0.386 -0.555 0.738 0.808 -0.801
 12 1706 2 179 955 697 697 0.47 0.35 0.707 0.238 -0.701 -0.512 0.779 0.71
 35.8 703 2 93 790 1027 1027 1.01 0.98 0.707 -0.469 -0.444 0.812 0.878 -0.685
 30 1626 2 27 741 139 139 1.2 0.84 0.707 -1.011 0.826 -0.315 4.563 0.834
 34.2 1287 2 297 1065 11 11 1.28 1.07 0.707 1.225 1.581 1.871 9.281 2.345
 51.3 1374 2 69 853 1555 1555 2.23 1.31 0.707 -0.666 -0.09 0.774 1.371 0.029
 45.6 1115 2 98 760 1367 1367 1.55 1.44 0.707 -0.427 -0.502 0.781 0.836 -0.758
 26 43 2 211 1021 477 477 0 0 0.707 0.501 -0.393 -0.828 0.923 0.605
 34.8 1132 2 66 800 195 195 1.11 0.73 0.707 -0.69 -0.037 0.744 1.48 0.146
 29.6 1291 3 231 947 1579 1579 1.12 0.91 0.707 0.666 -0.09 -0.774 1.371 -0.029
 35.8 938 3 130 1205 1934 1934 0.62 1.25 0.707 -0.164 -0.748 0.365 0.784 -0.541
 35.2 950 2 58 788 941 941 1.31 0.99 0.707 -0.756 0.114 0.632 1.841 0.458
 20.6 950 2 282 1001 1393 1393 0.8 0.94 0.707 1.093 1.099 0.822 6.053 -0.204
 42.8 950 2 161 882 1935 1935 1.25 1.36 0.707 0.09 -0.778 -0.205 0.791 0.316
 32.1 61 2 231 946 269 269 0.64 1 0.707 0.666 -0.09 -0.774 1.371 -0.029
 40 540 2 91 946 168 168 1.2 1.2 0.707 -0.485 -0.419 0.821 0.899 -0.647
 25.7 1283 2 12 801 1689 1689 0.65 0.7 0.707 -1.134 1.244 -1.117 6.942 -0.356
 42 238 2 40 953 1930 1930 1.43 0 0.707 -0.904 0.502 0.19 3.119 0.96
 27 1438 2 61 773 695 695 0 0 0.707 -0.732 0.056 0.679 1.693 0.342
 27.2 908 2 88 789 1214 1214 0.65 0.93 0.707 -0.51 -0.38 0.831 0.936 -0.582
 46 72 2 235 917 1557 1557 1.74 1.38 0.707 0.699 -0.019 -0.733 1.52 -0.185
 45 1436 2 24 808 480 480 2.48 1.52 0.707 -1.036 0.905 -0.455 4.973 0.704
 30.1 630 2 162 902 1463 1463 1.15 0.79 0.707 0.099 -0.775 -0.224 0.791 0.343
 35.4 1698 2 128 852 1026 1026 1.05 1.21 0.707 -0.181 -0.739 0.399 0.783 -0.585
 42.2 51 2 121 857 1796 1796 1.25 1.24 0.707 -0.238 -0.701 0.512 0.779 -0.71
 0 648 2 196 943 1899 1899 0 0 0.707 0.378 -0.565 -0.729 0.804 0.806
 21.6 125 2 262 1092 1188 1188 0.81 0.87 0.707 0.929 0.573 -0.088 3.408 -0.983
 27 1450 2 199 959 449 449 0 0 0.707 0.403 -0.534 -0.757 0.818 0.787
 36 616 2 16 882 870 870 1.39 1.04 0.707 -1.101 1.128 -0.878 6.223 0.107
 32 27 2 60 859 1291 1291 0.93 0 0.707 -0.74 0.075 0.664 1.741 0.381
 24 248 2 117 850 1918 1918 0.48 0 0.707 -0.271 -0.674 0.571 0.779 -0.761
 32.8 1189 2 181 906 1338 1338 0 0 0.707 0.255 -0.688 -0.542 0.778 0.737
 35 645 2 51 726 1201 1201 1.08 0.98 0.707 -0.814 0.256 0.493 2.253 0.706
 30.4 413 2 178 1037 1894 1894 0.81 0.85 0.707 0.23 -0.707 -0.496 0.779 0.694
 42.2 1339 2 66 707 552 552 0.63 1.2 0.707 -0.69 -0.037 0.744 1.48 0.146
 37.8 833 2 222 988 963 963 1.47 1.05 0.707 0.592 -0.237 -0.828 1.116 0.296
 31 49 2 64 753 243 243 0.96 0 0.707 -0.707 0 0.72 1.56 0.225
 26.2 1076 2 264 944 576 576 0.89 0.91 0.707 0.945 0.622 -0.015 3.615 -0.983
 31 689 2 205 942 595 595 0.91 0.83 0.707 0.452 -0.467 -0.801 0.859 0.718
 36.2 822 2 214 956 291 291 0 0 0.707 0.526 -0.353 -0.835 0.965 0.533
 32.6 1138 2 119 809 1225 1225 1.08 0.95 0.707 -0.255 -0.688 0.542 0.778 -0.737
 43.5 460 2 265 1042 259 259 1.38 1.39 0.707 0.953 0.647 0.022 3.723 -0.978
 33 1580 2 115 850 1865 1865 0.33 1.06 0.707 -0.288 -0.66 0.599 0.78 -0.78
 18.2 1126 2 155 1041 548 548 0.65 0.51 0.707 0.041 -0.788 -0.094 0.795 0.147
 31.4 583 2 175 1044 702 702 1.04 0.81 0.707 0.205 -0.724 -0.449 0.78 0.643
 43 373 2 162 948 1489 1489 0 0 0.707 0.099 -0.775 -0.224 0.791 0.343
 23 414 2 221 1273 678 678 0.76 0.66 0.707 0.584 -0.252 -0.831 1.093 0.329
 35.6 944 2 132 862 37 37 1.98 1.4 0.707 -0.148 -0.756 0.331 0.786 -0.496
 45.4 453 2 98 891 374 374 1.24 1.19 0.707 -0.427 -0.502 0.781 0.836 -0.758
 30.5 379 2 97 890 840 840 0 0 0.707 -0.436 -0.491 0.788 0.843 -0.746
 36.7 10 2 152 890 1436 1436 0.92 1.06 0.707 0.016 -0.79 -0.038 0.795 0.059
 31 225 2 217 923 1780 1780 0.82 0.85 0.707 0.551 -0.311 -0.837 1.014 0.451
 37.4 1341 2 203 967 180 180 1.07 0.97 0.707 0.436 -0.491 -0.788 0.843 0.746
 32 1392 2 136 833 903 903 0 0 0.707 -0.115 -0.77 0.26 0.789 -0.396
 20 870 2 257 1015 1884 1884 0 0 0.707 0.888 0.455 -0.253 2.939 -0.932
 37 378 2 93 908 1345 1345 0 0 0.707 -0.469 -0.444 0.812 0.878 -0.685
 13 295 2 160 896 1605 1605 0.42 0.4 0.707 0.082 -0.78 -0.187 0.792 0.289
 39.2 1148 2 172 914 1371 1371 1.53 1.43 0.707 0.181 -0.739 -0.399 0.783 0.585
 36 1500 2 284 1131 806 806 0 0 0.707 1.118 1.185 0.995 6.574 0.109
 28 1020 2 277 1036 76 76 0 0.96 0.707 1.052 0.96 0.554 5.263 -0.591
 40 1473 2 77 795 340 340 1.14 1.18 0.707 -0.6 -0.221 0.825 1.139 -0.262
 29.5 1439 2 43 930 151 151 0 0 0.707 -0.879 0.432 0.283 2.853 0.915
 35 1191 2 258 955 1919 1919 1.45 1.04 0.707 0.896 0.479 -0.222 3.028 -0.947
 9.6 11 2 102 935 1567 1567 0.34 0.25 0.707 -0.395 -0.544 0.748 0.813 -0.795
 37 875 2 177 897 109 109 1.04 1.22 0.707 0.222 -0.713 -0.481 0.779 0.678
 38 1554 2 62 725 533 533 1.17 1.11 0.707 -0.723 0.037 0.694 1.647 0.303
 0 288 2 235 942 1297 1297 0 0 0.707 0.699 -0.019 -0.733 1.52 -0.185
 38 941 2 168 870 345 345 0.79 1.01 0.707 0.148 -0.756 -0.331 0.786 0.496
 46.5 1755 2 75 1032 1858 1858 1.13 1.44 0.707 -0.616 -0.19 0.816 1.19 -0.193
 41.2 567 2 202 914 1265 1265 1.56 1.21 0.707 0.427 -0.502 -0.781 0.836 0.758
 38.8 852 2 199 905 1471 1471 1.47 1.02 0.707 0.403 -0.534 -0.757 0.818 0.787
 38.8 665 2 122 882 1628 1628 1.85 1.12 0.707 -0.23 -0.707 0.496 0.779 -0.694
 24.1 919 2 168 950 1115 1115 0.91 0.8 0.707 0.148 -0.756 -0.331 0.786 0.496
 16.6 181 2 7 983 1173 1173 0.68 0.56 0.707 -1.175 1.394 -1.441 7.937 -1.118
 43 1332 2 264 994 494 494 1.1 1.33 0.707 0.945 0.622 -0.015 3.615 -0.983
 43.6 1656 2 74 789 583 583 0.69 1.26 0.707 -0.625 -0.174 0.811 1.217 -0.157
 22.4 1313 3 266 1113 737 737 0 0 0.707 0.962 0.672 0.061 3.833 -0.969
 31 1188 2 3 661 1080 1080 0 0 0.707 -1.208 1.518 -1.723 8.814 -1.895
 27 393 2 156 854 102 102 1.05 0.95 0.707 0.049 -0.787 -0.113 0.794 0.176
 24 780 2 150 906 1033 1033 0.92 0.64 0.707 0 -0.791 0 0.796 0
 35 105 2 33 716 1299 1299 1.23 1.14 0.707 -0.962 0.672 -0.061 3.833 0.969
 36.1 466 2 84 775 1903 1903 1.08 0.99 0.707 -0.542 -0.325 0.837 0.997 -0.479
 30.8 1667 2 146 795 1358 1358 0.84 0.97 0.707 -0.033 -0.789 0.075 0.795 -0.118
 25.4 1599 2 184 1511 1166 1166 0.99 0.89 0.707 0.279 -0.667 -0.585 0.779 0.771
 32 625 2 125 916 145 145 1.07 0.98 0.707 -0.205 -0.724 0.449 0.78 -0.643
 39.6 899 2 251 1164 1065 1065 1.21 1.24 0.707 0.838 0.321 -0.421 2.461 -0.796
 42.7 788 2 179 1078 1284 1284 1.39 1.5 0.707 0.238 -0.701 -0.512 0.779 0.71
 41.7 1368 2 251 1251 661 661 0.6 1.11 0.707 0.838 0.321 -0.421 2.461 -0.796
 31 1740 2 66 864 1518 1518 0.75 0 0.707 -0.69 -0.037 0.744 1.48 0.146
 26.4 1100 2 198 898 1413 1413 0.92 0.78 0.707 0.395 -0.544 -0.748 0.813 0.795
 36 1227 2 120 840 1725 1725 0.88 1 0.707 -0.247 -0.694 0.527 0.779 -0.724
 28.57 1139 2 269 1067 950 950 0.95 0.91 0.707 0.986 0.748 0.183 4.184 -0.92
 31.2 1330 2 211 920 1876 1876 0.5 0.93 0.707 0.501 -0.393 -0.828 0.923 0.605
 39 1201 2 72 758 1966 1966 0.89 1.17 0.707 -0.641 -0.141 0.798 1.274 -0.084
 37 1475 2 102 845 1153 1153 1.42 1.22 0.707 -0.395 -0.544 0.748 0.813 -0.795
 31 628 2 50 789 824 824 1.18 0.8 0.707 -0.822 0.278 0.469 2.32 0.737
 25 1483 2 98 858 749 749 0.93 0.74 0.707 -0.427 -0.502 0.781 0.836 -0.758
 39.6 1682 2 117 1017 1454 1454 0.93 1.2 0.707 -0.271 -0.674 0.571 0.779 -0.761
 29 621 2 16 704 91 91 1.11 0.98 0.707 -1.101 1.128 -0.878 6.223 0.107
 25 155 2 267 1020 580 580 1.05 0.99 0.707 0.97 0.697 0.101 3.947 -0.957
 18 657 2 285 1060 1669 1669 0.87 0.57 0.707 1.126 1.214 1.055 6.756 0.229
 45.4 368 2 135 851 150 150 1.62 1.35 0.707 -0.123 -0.767 0.278 0.788 -0.422
 36 933 2 42 721 200 200 1.2 1.12 0.707 -0.888 0.455 0.253 2.939 0.932
 37.2 91 2 236 983 772 772 0 0 0.707 0.707 0 -0.72 1.56 -0.225
 39.2 564 2 185 875 1776 1776 0.77 1.16 0.707 0.288 -0.66 -0.599 0.78 0.78
 11.6 1606 2 114 904 698 698 0.46 0.46 0.707 -0.296 -0.652 0.612 0.781 -0.788
 18.4 1311 2 215 943 1832 1832 0.56 0.58 0.707 0.534 -0.339 -0.836 0.98 0.506
 41 1204 2 286 1115 995 995 1.18 1.29 0.707 1.134 1.244 1.117 6.942 0.356
 41.8 1430 2 257 1162 965 965 1.4 1.41 0.707 0.888 0.455 -0.253 2.939 -0.932
 16 592 2 257 1084 850 850 0.95 0.56 0.707 0.888 0.455 -0.253 2.939 -0.932
 45.2 1410 2 16 1148 542 542 0 0 0.707 -1.101 1.128 -0.878 6.223 0.107
 32 1099 2 267 1017 1785 1785 0.48 0.93 0.707 0.97 0.697 0.101 3.947 -0.957
 39.2 1428 2 156 863 375 375 1.25 1.25 0.707 0.049 -0.787 -0.113 0.794 0.176
 31 275 2 9 757 491 491 1.07 1.05 0.707 -1.159 1.333 -1.308 7.526 -0.787
 34.4 848 2 37 755 1165 1165 1.01 1.2 0.707 -0.929 0.573 0.088 3.408 0.983
 46.4 114 2 185 895 933 933 1.5 1.39 0.707 0.288 -0.66 -0.599 0.78 0.78
 33.2 1604 2 180 946 1196 1196 1.18 0 0.707 0.247 -0.694 -0.527 0.779 0.724
